CAD_1279	 CAD_1247	 CAD_763	 CAD_1284	 CAD_730	 CAD_1419	 CAD_560	 CAD_1392	 CAD_1701	 CAD_1468	 CAD_1090	 CAD_1281	 CAD_1733	 CAD_240	 CAD_968	 CAD_945	 CAD_928	 CAD_1476	 CAD_270	 CAD_447	 CAD_1714	 CAD_437	 CAD_1288	 CAD_1474	 CAD_389	 CAD_989	 CAD_1785	 CAD_1390	 CAD_1976	 CAD_563	 CAD_2306	 CAD_221	 CAD_1213	 CAD_594	 CAD_1541	 CAD_1427	 CAD_2207	 CAD_1235	 CAD_1694	 CAD_1251	 CAD_2218	 CAD_121	 CAD_1211	 CAD_1473	 CAD_499	 CAD_982	 CAD_2196	 CAD_70	 CAD_10	 CAD_1984	 CAD_565	 CAD_916	 CAD_2149	 CAD_272	 CAD_2097	 CAD_2163	 CAD_1980	 CAD_853	 CAD_413	 CAD_2157	 CAD_18	 CAD_894	 CAD_691	 CAD_1897	 CAD_1543	 CAD_782	 CAD_742	 CAD_1647	 CAD_2101	 CAD_153	 CAD_2310	 CAD_1231	 CAD_1961	 CAD_933	 CAD_745	 CAD_2307	 CAD_886	 CAD_1574	 CAD_493	 CAD_2063	 CAD_1515	 CAD_1539	 CAD_1016	 CAD_1758	 CAD_187	 CAD_290	 CAD_2125	 CAD_1782	 CAD_1831	 CAD_2022	 CAD_257	 CAD_117	 CAD_1089	 CAD_144	 CAD_52	 CAD_1905	 CAD_34	 CAD_498	 CAD_1469	 CAD_304	 CAD_1628	 CAD_1129	 CAD_852	 CAD_402	 CAD_762	 CAD_2234	 CAD_1859	 CAD_1418	 CAD_366	 CAD_462	 CAD_472	 CAD_2219	 CAD_1598	 CAD_768	 CAD_1417	 CAD_262	 CAD_307	 CAD_13	 CAD_519	 CAD_513	 CAD_1595	 CAD_57	 CAD_633	 CAD_1958	 CAD_674	 CAD_2337	 CAD_1665	 CAD_233	 CAD_1581	 CAD_359	 CAD_1680	 CAD_450	 CAD_1214	 CAD_2136	 CAD_487	 CAD_296	 CAD_1139	 CAD_1205	 CAD_1094	 CAD_1662	 CAD_1442	 CAD_1593	 CAD_496	 CAD_1928	 CAD_1747	 CAD_1807	 CAD_520	 CAD_1331	 CAD_1405	 CAD_1103	 CAD_2274	 CAD_1512	 CAD_578	 CAD_1099	 CAD_1484	 CAD_1888	 CAD_675	 CAD_357	 CAD_1045	 CAD_1168	 CAD_1731	 CAD_207	 CAD_1953	 CAD_1408	 CAD_2284	 CAD_2079	 CAD_1157	 CAD_1140	 CAD_2075	 CAD_1122	 CAD_1507	 CAD_929	 CAD_43	 CAD_1340	 CAD_549	 CAD_235	 CAD_82	 CAD_952	 CAD_1929	 CAD_649	 CAD_688	 CAD_2160	 CAD_1164	 CAD_1752	 CAD_1262	 CAD_1950	 CAD_322	 CAD_143	 CAD_1406	 CAD_1633	 CAD_53	 CAD_1766	 CAD_943	 CAD_830	 CAD_1031	 CAD_2001	 CAD_488	 CAD_1882	 CAD_2158	 CAD_434	 CAD_22	 CAD_1901	 CAD_132	 CAD_1503	 CAD_295	 CAD_747	 CAD_586	 CAD_1098	 CAD_379	 CAD_669	 CAD_796	 CAD_514	 CAD_1743	 CAD_1040	 CAD_192	 CAD_531	 CAD_191
4.4835	 274720	 77567	 508340	 307960	 208820	 -400880	 418890	 147140	 246380	 18605	 242640	 459160	 59600	 260070	 364.4	 130820	 283960	 -32274	 356860	 -231320	 -287390	 -435650	 -568950	 290870	 663180	 481430	 95424	 318700	 588200	 500190	 110120	 -157070	 304590	 -17951	 346490	 94300	 185300	 222960	 107480	 521160	 425380	 32368	 209760	 455560	 141190	 313620	 336190	 110150	 218870	 436420	 659000	 431630	 483870	 1145500	 913030	 352250	 296670	 119860	 185510	 90296	 481110	 80661	 260570	 646670	 153940	 406840	 152880	 161980	 693750	 744190	 329880	 137680	 -37556	 236400	 76029	 80156	 647800	 328040	 101100	 241840	 168650	 186640	 408340	 -3170.2	 129180	 -162460	 236380	 443010	 139710	 336350	 480560	 -14861	 672080	 132780	 -214220	 323780	 144600	 247130	 179580	 89996	 347820	 395920	 111130	 10833	 540080	 170880	 294190	 787470	 130490	 473100	 192370	 139310	 165800	 506150	 554070	 -60475	 43651	 29160	 -186490	 361350	 263670	 125820	 -1145.4	 449790	 396690	 554000	 234490	 82390	 175080	 37343	 253490	 96908	 134380	 63042	 190590	 117240	 249780	 171380	 156990	 361440	 130170	 118190	 638800	 -260980	 436990	 558670	 594750	 176480	 219490	 249480	 262520	 759280	 318640	 139850	 384490	 415260	 196710	 311440	 223210	 329940	 499210	 29741	 -84270	 381870	 -86821	 99052	 352290	 483840	 -272250	 468030	 172080	 185720	 582760	 169710	 150000	 -37563	 459190	 101180	 -362550	 175580	 188390	 332610	 508100	 539020	 212140	 -40479	 289710	 340900	 161010	 537330	 196000	 158380	 517480	 189490	 1082400	 664550	 560500	 874470	 68915	 219560	 452450	 545690	 557930	 214520	 249850	 329230	 -200160	 88808	 587560	 167730	 146790	 10558	 283780	 806480	 119270	 -82066	 22751
4.4841	 276890	 83580	 511400	 312940	 206320	 -396970	 419570	 144780	 235430	 16271	 230530	 456400	 56872	 246620	 -8300.2	 129790	 286520	 -35635	 345260	 -231080	 -298620	 -436300	 -574870	 292510	 655430	 485660	 94743	 308930	 586530	 491110	 114090	 -158920	 305350	 -19617	 339520	 84705	 173810	 222340	 110790	 522770	 418030	 28732	 200820	 464750	 137390	 304980	 336620	 110540	 210920	 438020	 667240	 425520	 470450	 1146500	 905830	 351640	 295130	 121660	 178750	 84471	 477710	 74424	 251260	 643550	 157810	 404710	 158740	 151980	 688720	 735890	 329200	 138350	 -28797	 228710	 67361	 85681	 645720	 329450	 101060	 244310	 177290	 182820	 412280	 -1557.8	 132830	 -163420	 228140	 436230	 145400	 326240	 480080	 -18187	 666130	 128000	 -229690	 314680	 147750	 248330	 175000	 80546	 339070	 403690	 112620	 12966	 538740	 163480	 291950	 789950	 124780	 470870	 185570	 136690	 158490	 504950	 555290	 -59240	 52716	 19334	 -205580	 353530	 257680	 120270	 -9391.8	 449610	 391970	 550740	 235000	 81107	 172000	 33270	 240720	 100600	 134510	 65834	 201780	 111630	 254160	 169100	 149510	 360600	 125900	 126140	 645840	 -276640	 445190	 549280	 586820	 177220	 217410	 249880	 260570	 752090	 311290	 143000	 389150	 411110	 192500	 307450	 222160	 324110	 503140	 29204	 -82657	 362430	 -89784	 87284	 351880	 481650	 -269060	 466620	 163080	 187660	 579970	 166400	 143530	 -40761	 450130	 92195	 -366530	 173110	 190420	 323790	 506650	 536480	 207870	 -44877	 287290	 344280	 169050	 531300	 194010	 156970	 521110	 194060	 1079700	 668700	 555890	 873740	 63363	 209570	 445540	 538860	 551630	 208280	 241880	 322060	 -204520	 85790	 584780	 162260	 144230	 6638.2	 273480	 807330	 117030	 -88522	 23537
4.4846	 278310	 86410	 515660	 320360	 207060	 -394150	 423570	 138890	 232560	 12078	 224060	 467100	 50527	 227170	 -8943.5	 135480	 294780	 -46597	 338510	 -232660	 -310090	 -430450	 -577180	 288550	 650420	 486420	 90718	 305730	 585850	 484250	 120360	 -153930	 303150	 -15516	 333240	 80112	 163240	 219030	 110040	 523790	 412300	 22105	 191250	 467470	 140620	 297070	 330700	 108320	 211310	 435930	 668520	 426500	 463060	 1140300	 895580	 345800	 282430	 128850	 172050	 77330	 478540	 63533	 244720	 641800	 157100	 396540	 157520	 150050	 692780	 726020	 321530	 145080	 -16813	 219060	 55781	 82636	 642580	 330440	 98546	 252730	 183820	 177240	 413190	 -311.88	 142590	 -165710	 224270	 435450	 150680	 317180	 486100	 -20903	 663970	 114030	 -238540	 313850	 148390	 252990	 166840	 87325	 340550	 407930	 114170	 14989	 536120	 149850	 289710	 791560	 117090	 471730	 176440	 136740	 152810	 495630	 552320	 -55136	 60124	 13884	 -227780	 342240	 251880	 119670	 -11569	 448830	 389790	 550520	 236580	 78586	 171910	 28427	 234350	 104760	 137190	 66596	 202700	 106190	 255030	 163070	 153060	 356270	 117610	 135090	 641910	 -286860	 451140	 541460	 573990	 177200	 219550	 245000	 254530	 741830	 307420	 139500	 393610	 407660	 185910	 301530	 223350	 319520	 501310	 25092	 -91049	 342340	 -93218	 78581	 349690	 472190	 -268400	 466340	 153560	 180860	 580240	 154170	 144220	 -44633	 442770	 87662	 -372990	 169790	 198850	 320030	 502320	 529350	 202870	 -44341	 280360	 347010	 169200	 529870	 189900	 158070	 520480	 190570	 1074600	 672520	 546320	 872300	 55084	 202540	 438290	 531360	 547080	 207570	 239280	 315310	 -204530	 78753	 583140	 148560	 151010	 8852.7	 268200	 804680	 116440	 -88882	 17714
4.4852	 276860	 80691	 518910	 322010	 212930	 -393780	 431410	 143120	 230530	 4433	 230060	 475970	 47134	 215320	 -6083.7	 136420	 296730	 -57655	 336720	 -235210	 -307170	 -425220	 -574330	 283660	 648950	 484380	 85443	 299850	 576700	 484180	 119680	 -140970	 294880	 -13685	 329440	 78573	 159240	 207350	 107950	 526760	 404780	 19138	 187200	 465550	 146600	 293390	 321810	 99309	 209890	 432730	 665540	 433850	 465000	 1126300	 889700	 343260	 270600	 129500	 169580	 71058	 483390	 58728	 241350	 640110	 154640	 391170	 153590	 151550	 694430	 722620	 316440	 145510	 -5976.8	 216280	 52071	 68868	 644890	 328900	 90304	 260450	 181470	 175040	 414960	 -3992.3	 146700	 -171930	 228950	 435830	 152510	 305320	 489680	 -30446	 663330	 98591	 -240440	 318890	 142820	 251460	 161570	 100240	 350290	 409320	 107600	 8180.4	 534350	 137490	 280650	 789410	 112890	 473420	 170500	 138420	 149420	 483570	 547730	 -53728	 60167	 17198	 -240180	 334040	 248640	 114900	 -6691.9	 446080	 391400	 549610	 238010	 76671	 165690	 29123	 239730	 102670	 135190	 63515	 193280	 105850	 253180	 158460	 164380	 352880	 107850	 139660	 635330	 -288670	 452810	 538260	 560520	 176800	 220420	 236150	 254470	 742410	 306220	 132410	 390400	 403570	 188560	 287600	 223150	 316520	 492530	 20862	 -96203	 338510	 -88462	 76375	 338230	 460980	 -271140	 461340	 143730	 167620	 583710	 141060	 148900	 -44285	 435770	 90260	 -383890	 162970	 204830	 320870	 497070	 520410	 196030	 -37651	 278760	 347640	 158110	 531940	 184760	 151520	 519600	 188720	 1068700	 674760	 545770	 870810	 54586	 208040	 431430	 529730	 542850	 213090	 237630	 309360	 -201030	 71679	 579720	 134370	 154070	 5248	 269790	 791920	 114600	 -82205	 9001.4
4.4857	 274500	 72689	 517150	 319960	 217050	 -401570	 438020	 146920	 224230	 -2572.2	 233830	 467230	 49323	 210820	 -9465.2	 141800	 287910	 -68324	 338470	 -234270	 -297760	 -422150	 -570490	 280440	 651170	 481660	 82973	 289000	 565830	 485220	 116760	 -134090	 284130	 -17522	 318690	 79854	 158320	 195610	 103760	 524330	 397560	 17908	 188930	 457740	 147760	 288840	 317890	 82617	 208500	 426800	 660780	 439370	 465660	 1114100	 883120	 345880	 258340	 125130	 170970	 71133	 481640	 58485	 234800	 638940	 154540	 387180	 148770	 147510	 693630	 720770	 309060	 141990	 -4187.3	 217380	 52645	 54976	 653810	 324930	 76000	 266240	 176050	 175310	 420610	 -6193.3	 144150	 -179870	 229320	 433170	 152940	 295240	 489920	 -40044	 659710	 92357	 -232800	 323150	 140440	 243970	 162010	 98307	 356420	 411560	 94883	 2786.1	 534560	 126260	 272060	 784440	 115320	 469780	 173020	 138170	 147700	 475320	 542290	 -52950	 56467	 25952	 -239640	 334180	 247520	 113410	 -3352.2	 442650	 392730	 545810	 240530	 69598	 157930	 33472	 244400	 98669	 132080	 55059	 186030	 102510	 246000	 158880	 179700	 357490	 101510	 138100	 626120	 -288600	 453350	 537770	 553270	 170620	 216610	 231050	 255460	 749450	 308200	 130150	 382880	 404100	 196140	 278120	 221980	 309510	 481360	 17910	 -96333	 346010	 -86823	 74668	 328440	 454920	 -276950	 453400	 134810	 158930	 585720	 129160	 149490	 -39874	 434690	 88803	 -396310	 151970	 206530	 321540	 493360	 512070	 183790	 -34595	 278000	 351550	 144290	 533340	 180360	 144170	 516030	 184460	 1065500	 673600	 551540	 865480	 61464	 212760	 429960	 530630	 544320	 206700	 229220	 303820	 -207190	 67165	 575050	 133050	 150610	 -7999.3	 270930	 780990	 112830	 -83254	 -168.16
4.4863	 267270	 61134	 512580	 318930	 217660	 -408640	 439590	 145230	 215310	 -2452.4	 229070	 449330	 49625	 209380	 -13848	 145450	 283360	 -63892	 336990	 -230730	 -296300	 -416970	 -571780	 273490	 651460	 474220	 79094	 278000	 558120	 483500	 110020	 -137100	 276020	 -24889	 302710	 81478	 156750	 192350	 97812	 516670	 393430	 14657	 191270	 455190	 144240	 286640	 319480	 68984	 204730	 425000	 653990	 438580	 458960	 1109000	 872640	 345480	 248400	 122200	 175540	 72965	 470630	 55088	 234810	 636780	 160320	 383920	 142600	 132470	 688300	 714620	 296180	 131420	 -10547	 214940	 49516	 46886	 653180	 318280	 63450	 269700	 167060	 166370	 416620	 -7627.6	 138600	 -184710	 226730	 425560	 142740	 293160	 486100	 -42891	 660060	 95936	 -222740	 323480	 135750	 236980	 161500	 87210	 354080	 405780	 90504	 8257.8	 532870	 120410	 273170	 781160	 110680	 463770	 180380	 131810	 144190	 473680	 532510	 -57696	 50772	 26750	 -235650	 335280	 246550	 122580	 -2875.1	 432360	 388740	 542480	 242330	 59685	 155450	 39837	 249650	 89086	 123870	 44965	 180390	 100510	 233010	 161700	 185890	 359010	 100550	 133270	 621570	 -288030	 447270	 531280	 558630	 167110	 211550	 228260	 242890	 750590	 310060	 128710	 377760	 404750	 204420	 277910	 216540	 304310	 474150	 17268	 -103530	 349890	 -83004	 71024	 325170	 451510	 -288290	 449770	 128890	 157540	 579440	 115120	 147360	 -40630	 436540	 82650	 -401740	 148860	 203880	 318500	 484990	 513250	 171870	 -38634	 279490	 352460	 137040	 524710	 173410	 147160	 507250	 177920	 1064000	 677190	 553880	 862390	 71671	 212420	 436900	 529450	 539140	 189180	 217160	 291340	 -214030	 63529	 578260	 140590	 150410	 -21055	 272960	 779470	 104040	 -87508	 -12858
4.4868	 259420	 55920	 505660	 319430	 219600	 -410700	 433260	 142680	 207740	 -5750.8	 221880	 433830	 42061	 208100	 -13536	 137970	 285740	 -53940	 329270	 -231530	 -296980	 -409280	 -575030	 267610	 651520	 462240	 74400	 269320	 556260	 482440	 96019	 -145520	 274520	 -26563	 295050	 81362	 159300	 185410	 96361	 506710	 387690	 8062.6	 190470	 447020	 143650	 286170	 320150	 62251	 193210	 425540	 652340	 434890	 457800	 1103700	 862010	 350210	 246190	 123310	 177700	 75101	 463190	 56212	 238860	 633120	 158460	 386230	 140210	 117740	 675980	 706970	 280400	 117490	 -22448	 208500	 47162	 46118	 645120	 310330	 52490	 267280	 158610	 154540	 414060	 -7642.7	 132020	 -186620	 223100	 418890	 123690	 291010	 486280	 -39248	 662440	 105820	 -220500	 323550	 128630	 237180	 159190	 77527	 351640	 397280	 93814	 12648	 525700	 119070	 275400	 783290	 106220	 455920	 185620	 127290	 140720	 473450	 525790	 -70226	 46782	 21799	 -238410	 326830	 251450	 129270	 -936.65	 424140	 386440	 543320	 240680	 57014	 155360	 38134	 259230	 78040	 110720	 38637	 176950	 107280	 226450	 159980	 178340	 351090	 94029	 126320	 620360	 -285120	 435280	 517380	 569690	 171650	 209000	 221740	 225350	 748470	 309780	 132510	 374800	 404480	 198000	 279670	 209530	 306560	 475160	 17668	 -117570	 347230	 -79116	 67875	 319490	 452180	 -298040	 450260	 123330	 161550	 566880	 108460	 138080	 -46017	 435460	 81039	 -401080	 151260	 197940	 310410	 474010	 516340	 170230	 -51924	 281900	 336330	 130910	 512730	 162200	 150010	 498820	 175640	 1061700	 678450	 554620	 865600	 71718	 206860	 436530	 529590	 531200	 178190	 212640	 281210	 -217910	 59401	 583580	 145440	 148530	 -19708	 275310	 780300	 92229	 -86019	 -22227
4.4874	 252470	 59484	 501730	 316520	 219530	 -409260	 425430	 140670	 194460	 -11404	 212610	 425570	 25399	 209290	 -14804	 129630	 282670	 -59765	 318610	 -237450	 -302580	 -409700	 -580300	 258870	 649110	 450510	 69594	 262290	 558850	 482290	 92591	 -155840	 272410	 -23265	 298550	 83012	 162730	 180110	 101360	 499970	 382640	 -1817.2	 184510	 433460	 138200	 286400	 314680	 66375	 176860	 421310	 654770	 427270	 460180	 1097000	 855210	 360590	 252700	 120590	 174990	 71329	 456810	 58018	 237000	 629590	 153300	 386530	 135100	 113190	 670610	 703910	 267300	 109840	 -33322	 204000	 47972	 46551	 639860	 308500	 50084	 263280	 151990	 148220	 414520	 -6890.9	 127500	 -195000	 225310	 416600	 104500	 290980	 490060	 -36990	 665910	 103570	 -221000	 319550	 125280	 235630	 157310	 73000	 347490	 391650	 95785	 9972.2	 517060	 116270	 275330	 787360	 110950	 446930	 193350	 128810	 137690	 477230	 527770	 -77338	 44857	 23480	 -244110	 324710	 252080	 121710	 6120.4	 420060	 383050	 544150	 233360	 58095	 148750	 28581	 265490	 75604	 104590	 35191	 181000	 109060	 223120	 158920	 171820	 340700	 93900	 116830	 612360	 -287630	 425100	 502880	 568450	 173020	 204680	 220100	 211950	 741600	 303430	 138130	 381450	 400390	 184510	 273840	 207840	 312580	 474600	 21107	 -132990	 340410	 -78974	 66079	 309380	 455400	 -304920	 446020	 117500	 160900	 562680	 113460	 131140	 -51285	 434160	 77847	 -400750	 152130	 190060	 301480	 469510	 517500	 173090	 -70800	 283670	 321860	 125030	 500440	 152750	 146610	 500190	 177090	 1055200	 667860	 557850	 872410	 62127	 204600	 429490	 532620	 527450	 178120	 206330	 277230	 -222040	 48582	 589410	 143090	 141250	 -14946	 262370	 779730	 90732	 -84128	 -19370
4.4879	 245140	 62898	 501710	 313140	 210440	 -404690	 420490	 136290	 182680	 -14335	 199090	 426380	 8265.2	 216900	 -15729	 125440	 276380	 -71784	 312730	 -246880	 -305930	 -419280	 -591830	 248700	 644390	 447570	 64466	 264520	 561990	 478490	 95199	 -154470	 270950	 -27333	 301340	 79841	 167670	 178800	 103390	 496020	 377130	 -11218	 179490	 429520	 128920	 285290	 306840	 75625	 168270	 413980	 658180	 416840	 450190	 1090900	 848340	 356110	 253960	 109190	 168990	 67668	 443350	 51232	 236280	 629540	 150390	 378820	 124670	 107560	 671250	 706460	 262310	 104700	 -33023	 200740	 49052	 41360	 629750	 304740	 48693	 259550	 141340	 148930	 416170	 -10495	 123250	 -197970	 228250	 415320	 96523	 291880	 490880	 -38581	 664510	 97472	 -222290	 315410	 120300	 230510	 152030	 72810	 345670	 383060	 94987	 4746.8	 509990	 109370	 265040	 792230	 119600	 435970	 188400	 137070	 133040	 484090	 533500	 -80268	 36983	 26834	 -249490	 328900	 248710	 111840	 9365.3	 418800	 372800	 539610	 226350	 51546	 131060	 26251	 267680	 77958	 111500	 27591	 185250	 100240	 215740	 160640	 165660	 335610	 98077	 110170	 603410	 -292920	 415450	 498590	 560550	 168390	 195510	 224250	 207000	 728410	 302200	 137770	 388040	 390480	 169660	 265300	 215940	 320540	 476220	 25829	 -145860	 335330	 -81793	 62310	 306870	 459390	 -304850	 437090	 119080	 158300	 562990	 121610	 128690	 -63102	 433420	 66763	 -397770	 145910	 183840	 298000	 471230	 517040	 171430	 -89886	 284450	 317420	 119700	 492720	 147560	 142880	 506400	 167650	 1042400	 658290	 566250	 872600	 59594	 209650	 436160	 535340	 523770	 179610	 193090	 271820	 -224550	 35132	 597170	 131650	 134030	 -15610	 245900	 780760	 92889	 -92700	 -12290
4.4885	 243510	 66899	 500960	 311270	 193910	 -393430	 415620	 134750	 181400	 -18643	 183220	 427300	 -1143	 216190	 -20878	 123140	 268670	 -78594	 310490	 -252760	 -305430	 -426810	 -607080	 241570	 643640	 451230	 69063	 266730	 570890	 472730	 95300	 -154320	 272640	 -28170	 297270	 72177	 172710	 173270	 97343	 490300	 363370	 -18750	 175410	 435170	 115900	 283690	 300560	 83384	 171550	 406610	 656370	 404430	 440030	 1088600	 844040	 342130	 252970	 97311	 164750	 67819	 433000	 41006	 231240	 627130	 147150	 366770	 114570	 108250	 668690	 708240	 265270	 99968	 -26540	 192480	 47744	 34031	 622460	 293210	 43079	 253580	 133250	 150760	 422050	 -17133	 122540	 -196370	 230340	 413350	 102290	 289210	 486650	 -34323	 667600	 93642	 -229020	 313140	 112830	 227790	 150560	 65627	 348250	 377770	 91321	 -2610.8	 499600	 102620	 256720	 790080	 121290	 426050	 174350	 138700	 129360	 492230	 532440	 -88971	 24094	 30186	 -251910	 329170	 243210	 108340	 8407.4	 416130	 365690	 542820	 217690	 46386	 116480	 34554	 268370	 78967	 124720	 20551	 184690	 94678	 208820	 155940	 162800	 334540	 99934	 99427	 588520	 -296560	 408300	 496530	 551940	 162720	 185060	 231550	 206620	 718290	 305570	 133490	 387850	 377910	 156050	 258800	 221700	 321930	 474370	 24264	 -147100	 340620	 -92538	 59840	 307880	 458920	 -301510	 425860	 125830	 159950	 558450	 123320	 127100	 -76385	 428250	 52305	 -394080	 139240	 178330	 301560	 476650	 514170	 169440	 -107020	 275310	 316050	 121830	 488120	 145310	 143190	 512820	 151000	 1031700	 649510	 572720	 873430	 61592	 212000	 447150	 539040	 518440	 172210	 180710	 267860	 -229810	 23514	 596240	 115980	 128270	 -20216	 241480	 776570	 88494	 -96621	 -7998.4
4.489	 249210	 69737	 501220	 308940	 182710	 -390040	 413690	 136100	 184720	 -17935	 175580	 427440	 -4776.3	 211820	 -24615	 123100	 259250	 -80559	 310080	 -253780	 -301210	 -436980	 -617280	 236780	 641750	 445980	 69584	 263900	 578670	 469710	 93993	 -164580	 273360	 -13164	 294980	 72847	 174640	 170250	 83448	 483380	 348580	 -17099	 168190	 436450	 103590	 283570	 303220	 82204	 176820	 402760	 651860	 393230	 438410	 1089500	 840110	 330990	 250330	 86908	 161290	 64759	 426970	 43461	 223660	 621590	 142720	 356880	 109140	 115670	 669990	 708560	 264520	 100830	 -28355	 185290	 44394	 30682	 622120	 292700	 45457	 246370	 130160	 145870	 422190	 -22868	 123410	 -193930	 228610	 407950	 108740	 286020	 482750	 -32184	 673300	 98380	 -233500	 311170	 108360	 225520	 155270	 55497	 346930	 378210	 82632	 -13503	 490910	 98597	 255740	 778920	 119360	 420650	 158060	 137300	 126180	 496470	 522850	 -97124	 17483	 29516	 -252760	 327140	 237020	 102060	 2830.8	 414410	 362210	 552300	 210960	 47007	 109270	 36225	 265520	 74489	 127110	 20679	 178770	 91215	 213940	 147260	 169370	 329490	 94927	 92259	 584000	 -295380	 412360	 487600	 545060	 161310	 177380	 237800	 204850	 714340	 305410	 122480	 389560	 364650	 155350	 252350	 223400	 319910	 468820	 13984	 -139610	 351400	 -103100	 63194	 305750	 455570	 -300680	 419330	 133600	 160050	 555020	 122420	 118800	 -83460	 419200	 47019	 -395040	 137660	 170170	 302890	 477230	 514240	 162430	 -109190	 260860	 316740	 127230	 493600	 143600	 139290	 511950	 140900	 1023100	 644430	 566030	 873560	 65083	 207390	 448570	 537820	 519700	 163360	 172230	 272730	 -236710	 13806	 586310	 108830	 124920	 -28347	 246960	 760790	 85436	 -97781	 -4952.8
4.4896	 256280	 67264	 502300	 303860	 177760	 -395380	 413410	 138780	 190020	 -12013	 170660	 427200	 -12700	 215640	 -21968	 119590	 255930	 -83418	 308940	 -252800	 -294390	 -443720	 -626640	 234760	 634200	 437620	 68377	 258060	 577210	 465550	 95407	 -172940	 282000	 -2809	 292500	 70607	 173710	 173130	 71053	 491450	 342000	 -12453	 155660	 434580	 93583	 276480	 306480	 80890	 177750	 405780	 643400	 385760	 440530	 1091500	 833810	 322590	 248520	 84257	 160390	 53105	 428740	 54941	 217890	 613260	 138580	 351530	 107450	 113460	 668310	 706990	 271210	 102830	 -32482	 183380	 45854	 34101	 616250	 296530	 57277	 238670	 132290	 137440	 419680	 -31297	 123950	 -188070	 219160	 401530	 105990	 283010	 477590	 -38394	 674260	 100320	 -229670	 305900	 105260	 223680	 156590	 55812	 338070	 373920	 75617	 -21648	 478620	 105040	 252310	 772480	 117390	 417630	 150630	 140240	 135710	 495790	 512410	 -96757	 15696	 21121	 -256360	 320890	 231840	 98385	 -5423.3	 414380	 363650	 556000	 206120	 45375	 98825	 32302	 264770	 63824	 123000	 27659	 177240	 87200	 223150	 140560	 178230	 325440	 90543	 95802	 588170	 -292350	 419270	 484850	 539670	 159870	 175010	 241020	 198120	 714480	 306170	 116590	 390410	 356080	 157620	 243710	 231030	 316310	 460320	 -2388.4	 -132420	 358490	 -107290	 64987	 305180	 449710	 -303240	 415750	 135040	 158850	 558990	 120250	 112660	 -87782	 411020	 49582	 -399880	 145230	 163540	 298470	 466390	 512800	 153490	 -101510	 249340	 311490	 130050	 507180	 140400	 132980	 503440	 137870	 1018500	 645410	 552770	 864090	 63261	 207180	 444960	 525770	 514500	 160860	 164220	 271340	 -240510	 10560	 572640	 107100	 120320	 -38912	 245720	 740510	 85455	 -102690	 -1174.1
4.4901	 258160	 61271	 504620	 290110	 179530	 -401810	 415040	 135110	 186740	 -8731.7	 163460	 427470	 -17853	 225670	 -20300	 111740	 255400	 -84811	 306700	 -245580	 -285760	 -446180	 -638000	 233040	 622110	 435360	 64827	 245310	 574750	 456310	 96952	 -177150	 283350	 -2419.9	 289340	 63964	 165260	 167690	 60426	 497620	 340110	 -8640.2	 142000	 434170	 88627	 264700	 306330	 80856	 174700	 410940	 631650	 382680	 442060	 1100300	 828060	 320460	 249670	 86561	 160840	 42995	 427940	 59036	 220250	 603640	 133460	 351640	 107980	 106040	 660190	 707470	 276380	 96114	 -38755	 188730	 52430	 33484	 610460	 297400	 61331	 230810	 136510	 129420	 415630	 -36549	 118090	 -183370	 209960	 400490	 98703	 286210	 467010	 -46741	 667200	 96240	 -223070	 301660	 106340	 221570	 154860	 64989	 325130	 358850	 69974	 -26311	 469450	 113440	 245660	 768890	 122540	 412120	 155070	 139010	 141940	 486810	 512630	 -95016	 17102	 17622	 -257670	 312600	 224670	 92445	 -8737	 410600	 366550	 550520	 203060	 40708	 89537	 32401	 262010	 58113	 116550	 33258	 181620	 84185	 222040	 136960	 179700	 319630	 93488	 98461	 594850	 -299680	 423380	 494250	 533120	 159530	 173960	 236260	 198140	 717250	 302820	 111650	 382730	 350570	 157310	 241560	 237220	 305770	 458620	 -8515.7	 -129940	 356540	 -109880	 59645	 303210	 441760	 -308620	 415860	 129170	 157740	 570790	 118840	 110090	 -90514	 413120	 48664	 -405660	 149690	 159140	 294980	 457630	 508900	 153350	 -94484	 244690	 308530	 126480	 510850	 133430	 130390	 490820	 130450	 1008800	 646790	 538120	 858400	 57333	 208050	 439780	 514590	 504980	 160400	 159480	 258820	 -238840	 16457	 565470	 111340	 115390	 -47272	 235040	 724430	 82241	 -107930	 2588.5
